doc_content,doc_section,content_root1,content_root2,content_root3,content_root4,content_chapter,doc_title,doc_index,doc_order
 Testload shall be applied in not less than four approximately equal increments ,20.5.2,20.5 -Loading criteria,20.5.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1583
 Uniform test load shall be applied mn a manner to ensure uniform distribution ofthe load transmitted to the structure or portion ofthe structure being tested. Arching of the applied load shall be avoided. ,20.5.3,20.5 -Loading criteria,20.5.3,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1584
 A set ofresponse measurements shall be made after each load increment IS appliedand after the total load has beenapplied on the structure for atleast24 hours. ,20.5.4,20.5 -Loading criteria,20.5.4,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1585
 Total test load shall be removed immediately after all response measurements defined in 20.5.4 are made. 20.5.6A set of final response measurements shall be made 24 hours after the test load 1S removed. ,20.5.5,20.5 -Loading criteria,20.5.5,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1586
,20.6 -Acceptance criteria,20.6 -Acceptance criteria,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1587
 The portion ofthe structuretested shall show no evidence offailure. Spallingandcrushing ofcompressed crete shall be considered an indication offailure. ,20.6.1,20.6 -Acceptance criteria,20.6.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1588
" Measured maximum deflections shall satisfy one of the followingconditions: 8 max 20, 000h max rmax 4 Ifthe measured maximum and residual deflections do not satisfyEq. (20-1)or (20-2),it shall be permitted to repeat the load test. Therepeattest shall be conducted not earlier than 72 hours after removal ofthe first test load. The portion ofthe structure tested in the repeattest shall be considered acceptableif deflection recovery satisfies the condition: fmax rmar 5 wherejimaxIS the maximum deflection measuredduring the second test relative to the position ofthe structure at the beginning ofthe second test. ",20.6.2,20.6 -Acceptance criteria,20.6.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1589
 Structural members tested shall not have cracks indicating the imminence ofshear failure. ,20.6.3,20.6 -Acceptance criteria,20.6.3,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1590
" In regions ofstructural members without transverse reinforcement, appearance ofstructural cracks inclined to the longitudinal axis and having a horizontal projection longer than thedepthofthe member atmidpoint ofthe crack shallbe evaluated. ",20.6.4,20.6 -Acceptance criteria,20.6.4,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1591
" In regionsofanchorageand lapsplices, the appearance along the line ofreinforcement ofa series ofshortinclined cracks or horizontal cracks shall be evaluated. ",20.6.5,20.6 -Acceptance criteria,20.6.5,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1592
 The engineer shall also consider the original design and functional requirements ofthe structure in question when establishing acceptance criteria for testing. ,20.6.6,20.6 -Acceptance criteria,20.6.6,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1593
,20.7 -Safety,20.7 -Safety,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1594
" Load tests shall be conducted in such a manner as to provide for safety oflife andstructure during the test. The load testing shall not interfere with the operating status ofthe nuclear plant, or violate any plant Technical Specifications. ",20.7.1,20.7 -Safety,20.7.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1595
 No safety measures shall interfere with load test procedures or affectresults. ,20.7.2,20.7 -Safety,20.7.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1596
,,,,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1597
,21.2 -General requirements ,21.2 -General requirements ,,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1598
,21.2.1  Scope,21.2 -General requirements ,21.2.1  Scope,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1599
 The reinforcing bar detailingrequirements of this chapter shall be the design practice for nuclear plants within the purview ofthis code. ,21.2.1.1,21.2 -General requirements ,21.2.1  Scope,21.2.1.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1600
 The provisions of Chapters 1 through 18 shall apply except as modified by the provisions ofthis chapter. ,21.2.1.2,21.2 -General requirements ,21.2.1  Scope,21.2.1.2,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1601
 A reinforced concrete structural system not satisfying the requirements ofthis chapter 1S permitted if it IS demonstrated by experimental evidence and analysis that the proposed system will have strength and toughness equal to or exceedingthose provided by a comparable monolithic reinforced concrete structure satisfying this chapter. ,21.2.1.3,21.2 -General requirements ,21.2.1  Scope,21.2.1.3,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1602
 All reinforced concrete structural members shall satisfy 21.2 through 21.7 of Chapter21 in addition to the requirements ofChapters 1 through 17  ,21.2.1.4,21.2 -General requirements ,21.2.1  Scope,21.2.1.4,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1603
,21.2.2  -Analysis and proportioning ofstructural members,21.2 -General requirements ,21.2.2  -Analysis and proportioning ofstructural members,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1604
 The interaction ofall structural and nonstructural members that materially affect the response of the structure to earthquake motions shall be considered in the analysis. ,21.2.2.1,21.2 -General requirements ,21.2.2  -Analysis and proportioning ofstructural members,21.2.2.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1605
 Rigid members assumed not to bea part of the lateral force resisting system shall be permitted provided their effect on the response ofthe system IS considered and accommodated in the structural design. Consequences of failure ofstructural and nonstructural members that are not a part ofthe lateral force resisting system shall also be considered. ,21.2.2.2,21.2 -General requirements ,21.2.2  -Analysis and proportioning ofstructural members,21.2.2.2,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1606
 Structural members below base of structure required to transmit to the foundation forces resulting from earthquake effects shall also comply with the requirements ofChapter 21 ,21.2.2.3,21.2 -General requirements ,21.2.2  -Analysis and proportioning ofstructural members,21.2.2.3,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1607
 All structural members assumed not to be part ofthe lateral force resisting system shall conform to 21.7. ,21.2.2.4,21.2 -General requirements ,21.2.2  -Analysis and proportioning ofstructural members,21.2.2.4,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1608
 Strength reduction factors Strength reduction factors shall be as given in 9.3.4.  ,21.2.3,21.2 -General requirements ,21.2.3,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1609
" Concrete in members resisting earthquakeinduced forces Compressive strength, f: ofthe concrete shall be less than 3000 ps1.  ",21.2.4,21.2 -General requirements ,21.2.4,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1610
" Reinforcement in members resisting earthquake-induced forces Reinforcement resisting earthquake-induced flexural and axial forces in frame members and in wall boundary elements shall comply withAST MA 706. ASTM A615 Grades 40 and 60 reinforcement are permitted in these membersif(a) the actual yield strength based on mill tests does not exceed the specified yield strength by more than 18,000 ps1 (retests shall not exceed this value by more ultimate tensile strength to the actual tensile yield strength IS not less than 1 .25  ",21.2.5,21.2 -General requirements ,21.2.5,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1611
,21.2.6  Welded splices and mechanically connected reinforcement,21.2 -General requirements ,21.2.6  Welded splices and mechanically connected reinforcement,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1612
 Reinforcement resisting earthquake-induced flexural or axial forces in frame members or in wall boundary elements shall be permitted to be spliced using welded splices or mechanical connections conforming to 12.14.3.3 or 12.14.3.4 provided not more than alternate bars in each layer of longitudinal reinforcement are spliced at a section and the center-to-center distance between splices of adjacent bars is 24 in. or more measured along the longitudinal axis of the member. ,21.2.6.1,21.2 -General requirements ,21.2.6  Welded splices and mechanically connected reinforcement,21.2.6.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1613
" Welding of stirrups, ties, inserts, or other similar elements to longitudinal reinforcement required by design shall not be permitted.  ",21.2.6.2,21.2 -General requirements ,21.2.6  Welded splices and mechanically connected reinforcement,21.2.6.2,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1614
,21.2.7  -Anchoring to concrete,21.2 -General requirements ,21.2.7  -Anchoring to concrete,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1615
 Anchors resisting earthquake-induced forces shall conform to the requirements of Appendix B. ,21.2.7.1,21.2 -General requirements ,21.2.7  -Anchoring to concrete,21.2.7.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1616
,21.3 -Flexural members of frames ,21.3 -Flexural members of frames ,,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1617
,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,21.3 -Flexural members of frames ,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1618
 Factored axial compressive force on the member shall not exceed(Agf's /10). ,21.3.1.1,21.3 -Flexural members of frames ,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,21.3.1.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1619
 Clear span for the member shall not be less than four times its effective depth. ,21.3.1.2,21.3 -Flexural members of frames ,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,21.3.1.2,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1620
 The width-to-depth ratio shall not be less than 0.3 ,21.3.1.3,21.3 -Flexural members of frames ,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,21.3.1.3,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1621
 The width shall not be (a) less than 10 in. and (b) more than the width of the supporting member (measured on a plane perpendicular to the longitudinal axis of the flexural member) plus distances on each side ofthe supporting member not exceeding three-fourths ofthe depth ofthe flexural member. ,21.3.1.4,21.3 -Flexural members of frames ,21.3.1  Scope Requirements of21.3 apply to frame members (a) resisting earthquake-induced forces and (b) proportioned primarily to resist flexure. These frame members shall also satisfy the following conditions:,21.3.1.4,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1622
,21.3.2 -Longitudinal reinforcement,21.3 -Flexural members of frames ,21.3.2 -Longitudinal reinforcement,,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1623
" At any section ofa flexural member, except as provided in 10.5.3, for top as well as for bottom reinforcement, the amount of reinforcement shall not be less than that given by Eq. (10-3) but not less than200bwdijy and the reinforcement ratio r shall not exceed 0.025 At least IWo bars shall be provided continuously both top and bottom. ",21.3.2.1,21.3 -Flexural members of frames ,21.3.2 -Longitudinal reinforcement,21.3.2.1,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1624
 Positive-momentstrength at Joint face shall not be not less than one-half of the negative-moment strength providedatthat face of the joint. Neither the negative- nor the positive-moment strength at any section alongmember length shall be less than one-fourth the maximum moment strength provided at face ofeither Joint. ,21.3.2.2,21.3 -Flexural members of frames ,21.3.2 -Longitudinal reinforcement,21.3.2.2,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1625
" Lap splices of flexural reinforcement shall be permitted only ifhoop or spiral reinforcement 1S provided over thelap length. Maximum spacing of the transverse reinforcement enclosing the lapped bars shall not exceedd/4 or 4 in. Lap splices shall not be used (a) within thejoints,(b) within a distance oftwice the member depth from the face ofthe Joint, and (c) at locations where anal- ysis indicates flexural yielding caused by inelastic lateral displacements ofthe frame. ",21.3.2.3,21.3 -Flexural members of frames ,21.3.2 -Longitudinal reinforcement,21.3.2.3,,CHAPTER21 -SPECIAL PROVISIONS FORSEISMIC DESIGN,,,1626
